keen_agnesi: CPU: 212.75%, Memory: 1.045GiB / 251.5GiB
lucid_poitras: CPU: 1545.76%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1509.25%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1533.64%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1522.92%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1502.23%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1507.76%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1489.53%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1500.60%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1548.47%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1495.90%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1517.53%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1490.23%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1511.00%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1492.67%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1532.58%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1495.48%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1498.71%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1533.84%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1494.02%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1488.33%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1487.97%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1514.13%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1498.70%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1491.44%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1524.82%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1503.32%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1482.85%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1497.08%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1506.62%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1514.04%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1512.47%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1539.01%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1496.24%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1491.48%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1498.85%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1484.54%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1519.80%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1502.15%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1509.23%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1483.49%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1503.64%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1494.63%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1508.89%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1501.09%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1493.84%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1493.48%, Memory: 12.01GiB / 251.5GiB
lucid_poitras: CPU: 1496.41%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1496.88%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1487.79%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1507.96%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1515.11%, Memory: 12.01GiB / 251.5GiB
lucid_poitras: CPU: 1495.71%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1526.06%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1518.45%, Memory: 12GiB / 251.5GiB
lucid_poitras: CPU: 1552.35%, Memory: 12.01GiB / 251.5GiB
lucid_poitras: CPU: 1550.96%, Memory: 12.01GiB / 251.5GiB
lucid_poitras: CPU: 1580.19%, Memory: 12.01GiB / 251.5GiB
lucid_poitras: CPU: 1584.62%, Memory: 12.01GiB / 251.5GiB
lucid_poitras: CPU: 1583.47%, Memory: 12.01GiB / 251.5GiB
lucid_poitras: CPU: 1585.38%, Memory: 12.01GiB / 251.5GiB
lucid_poitras: CPU: 1525.19%, Memory: 12.01GiB / 251.5GiB
lucid_poitras: CPU: 1557.04%, Memory: 12.01GiB / 251.5GiB
lucid_poitras: CPU: 1580.15%, Memory: 12.01GiB / 251.5GiB
lucid_poitras: CPU: 1585.98%, Memory: 12.01GiB / 251.5GiB
lucid_poitras: CPU: 1585.83%, Memory: 12.01GiB / 251.5GiB
lucid_poitras: CPU: 1576.37%, Memory: 12.01GiB / 251.5GiB
lucid_poitras: CPU: 1583.70%, Memory: 12.01GiB / 251.5GiB
lucid_poitras: CPU: 1562.10%, Memory: 12.01GiB / 251.5GiB
lucid_poitras: CPU: 1559.41%, Memory: 12.01GiB / 251.5GiB
lucid_poitras: CPU: 1558.29%, Memory: 12.01GiB / 251.5GiB
lucid_poitras: CPU: 1581.09%, Memory: 12.01GiB / 251.5GiB
lucid_poitras: CPU: 1586.02%, Memory: 12.01GiB / 251.5GiB
lucid_poitras: CPU: 1587.99%, Memory: 12.01GiB / 251.5GiB
lucid_poitras: CPU: 1074.66%, Memory: 12.04GiB / 251.5GiB
lucid_poitras: CPU: 1063.95%, Memory: 12.37GiB / 251.5GiB
lucid_poitras: CPU: 1257.92%, Memory: 12.55GiB / 251.5GiB
lucid_poitras: CPU: 767.73%, Memory: 13.3GiB / 251.5GiB
lucid_poitras: CPU: 317.31%, Memory: 14.1GiB / 251.5GiB
lucid_poitras: CPU: 1482.51%, Memory: 14.1GiB / 251.5GiB
lucid_poitras: CPU: 101.22%, Memory: 14.1GiB / 251.5GiB
lucid_poitras: CPU: 1359.62%, Memory: 14.1GiB / 251.5GiB
lucid_poitras: CPU: 100.21%, Memory: 17.09GiB / 251.5GiB
lucid_poitras: CPU: 100.25%, Memory: 17.22GiB / 251.5GiB
lucid_poitras: CPU: 101.32%, Memory: 17.98GiB / 251.5GiB
lucid_poitras: CPU: 100.68%, Memory: 17.98GiB / 251.5GiB
lucid_poitras: CPU: 100.96%, Memory: 19.63GiB / 251.5GiB
lucid_poitras: CPU: 1578.56%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1486.24%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1518.00%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1540.76%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1088.09%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1503.33%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1419.80%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1583.63%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1542.90%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 100.75%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1515.96%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1542.99%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1537.26%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1584.13%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1529.52%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1579.34%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1559.94%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1587.02%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1500.41%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1582.50%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1581.21%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1550.84%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1550.74%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1584.79%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1577.60%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1577.21%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1551.87%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1582.47%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1585.84%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1583.75%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1586.08%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1585.86%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1554.60%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1584.67%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1581.92%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1580.54%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1581.34%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1547.83%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1547.01%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1484.61%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1512.26%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1499.32%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1500.30%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1584.00%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1583.19%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1561.13%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1582.51%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1581.14%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1571.15%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1494.97%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1500.53%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1503.16%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1489.93%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1506.55%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1499.40%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1539.49%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1495.21%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1497.19%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1495.56%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1489.95%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1539.77%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1504.04%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1495.17%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1521.59%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1542.73%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1515.65%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1515.20%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1521.98%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1552.64%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1525.39%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1499.45%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1505.93%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1542.30%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1502.10%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1515.89%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1501.26%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1490.66%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1496.87%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1496.65%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1516.58%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1497.95%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1492.64%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1530.04%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1500.42%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1501.78%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1567.73%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1549.65%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1521.60%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1579.82%, Memory: 20.04GiB / 251.5GiB
lucid_poitras: CPU: 1185.28%, Memory: 11.62GiB / 251.5GiB
lucid_poitras: CPU: 1558.09%, Memory: 12.09GiB / 251.5GiB
lucid_poitras: CPU: 1545.91%, Memory: 12.09GiB / 251.5GiB
lucid_poitras: CPU: 1550.00%, Memory: 12.09GiB / 251.5GiB
lucid_poitras: CPU: 1552.77%, Memory: 12.09GiB / 251.5GiB
lucid_poitras: CPU: 1549.37%, Memory: 12.09GiB / 251.5GiB
lucid_poitras: CPU: 1544.42%, Memory: 12.09GiB / 251.5GiB
lucid_poitras: CPU: 1531.90%, Memory: 12.09GiB / 251.5GiB
lucid_poitras: CPU: 1552.94%, Memory: 12.09GiB / 251.5GiB
lucid_poitras: CPU: 1554.87%, Memory: 12.09GiB / 251.5GiB
lucid_poitras: CPU: 1582.49%, Memory: 12.09GiB / 251.5GiB
lucid_poitras: CPU: 1579.58%, Memory: 12.09GiB / 251.5GiB
lucid_poitras: CPU: 1584.32%, Memory: 12.09GiB / 251.5GiB
lucid_poitras: CPU: 1565.24%, Memory: 9.107GiB / 251.5GiB
lucid_poitras: CPU: 1553.12%, Memory: 9.107GiB / 251.5GiB
lucid_poitras: CPU: 1578.39%, Memory: 9.107GiB / 251.5GiB
lucid_poitras: CPU: 1578.20%, Memory: 9.107GiB / 251.5GiB
lucid_poitras: CPU: 1554.03%, Memory: 9.107GiB / 251.5GiB
lucid_poitras: CPU: 1548.95%, Memory: 9.107GiB / 251.5GiB
lucid_poitras: CPU: 1553.02%, Memory: 9.107GiB / 251.5GiB
lucid_poitras: CPU: 1541.42%, Memory: 9.107GiB / 251.5GiB
lucid_poitras: CPU: 1556.68%, Memory: 9.107GiB / 251.5GiB
lucid_poitras: CPU: 1473.79%, Memory: 9.107GiB / 251.5GiB
lucid_poitras: CPU: 1498.25%, Memory: 9.107GiB / 251.5GiB
lucid_poitras: CPU: 1526.74%, Memory: 9.107GiB / 251.5GiB
lucid_poitras: CPU: 316.78%, Memory: 11.67GiB / 251.5GiB
fervent_gagarin: CPU: 100.30%, Memory: 1.892GiB / 251.5GiB
fervent_gagarin: CPU: 100.31%, Memory: 4.741GiB / 251.5GiB
fervent_gagarin: CPU: 100.96%, Memory: 5.241GiB / 251.5GiB
fervent_gagarin: CPU: 101.28%, Memory: 4.999GiB / 251.5GiB
fervent_gagarin: CPU: 100.12%, Memory: 11.97GiB / 251.5GiB
fervent_gagarin: CPU: 1585.10%, Memory: 11.98GiB / 251.5GiB
fervent_gagarin: CPU: 1562.58%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1584.97%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1545.22%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1531.46%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1534.10%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1573.22%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1553.50%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1584.85%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1501.57%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1528.57%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1511.40%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1533.82%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1512.81%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1541.48%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1497.16%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1522.34%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1556.91%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1497.27%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1542.22%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1578.89%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1528.08%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1503.43%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1514.89%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1538.22%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1520.70%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1553.78%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1538.13%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1523.97%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1513.17%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1542.91%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1505.00%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1547.36%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1551.19%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1500.16%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1503.42%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1514.52%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1485.25%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1537.29%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1550.32%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1546.13%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1509.46%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1525.84%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1489.67%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1492.80%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1546.76%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1508.25%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1497.85%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1536.09%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1547.30%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1524.33%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1520.68%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1551.12%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1557.93%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1580.56%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1553.54%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1548.85%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1535.67%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1495.32%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1544.22%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1577.19%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1540.96%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1582.03%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1560.75%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1584.97%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1576.53%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1583.50%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1578.18%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1584.60%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1584.84%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1581.82%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1590.55%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1583.23%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1492.07%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1520.30%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1504.78%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1546.09%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1499.24%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1500.10%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1487.43%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1549.34%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1550.32%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1500.83%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1524.74%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1565.78%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1527.82%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1528.10%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1532.75%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1503.44%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1499.13%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1493.93%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1502.72%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1561.08%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1501.45%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1498.82%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1526.85%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1498.57%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1491.56%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1500.65%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1511.46%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1534.81%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1497.21%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1497.46%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1505.89%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1523.58%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1547.51%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1526.37%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1536.27%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1499.68%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1493.86%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1493.29%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1498.69%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1515.84%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1497.79%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1510.91%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1527.52%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1491.55%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1548.98%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1491.67%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1500.36%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1525.58%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1498.29%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1490.78%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1483.33%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1517.69%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1498.92%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1496.58%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1522.56%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1488.96%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1496.17%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1499.18%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1552.70%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1561.10%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1552.48%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1582.05%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1584.26%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1502.15%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1493.96%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1499.39%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1497.49%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1528.65%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1499.70%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1520.30%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1520.11%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1510.28%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1491.98%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1492.54%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1524.25%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1493.10%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1498.30%, Memory: 11.99GiB / 251.5GiB
fervent_gagarin: CPU: 1497.87%, Memory: 11.99GiB / 251.5GiB
