jovial_villani: CPU: 159.52%, Memory: 1.496GiB / 251.5GiB
heuristic_curran: CPU: 99.75%, Memory: 1.495GiB / 251.5GiB
heuristic_curran: CPU: 100.33%, Memory: 1.495GiB / 251.5GiB
heuristic_curran: CPU: 1461.42%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1460.17%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1487.90%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1440.83%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1492.93%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1561.18%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1418.97%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1531.27%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1500.54%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1486.01%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1506.48%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1385.04%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1551.24%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1434.79%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1322.31%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1418.79%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1583.84%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1473.18%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1480.82%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1508.21%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1542.17%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1490.30%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1390.73%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1519.60%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1529.41%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1526.75%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1506.23%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1513.03%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1521.99%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1532.95%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1518.16%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1471.18%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1488.65%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1458.93%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1214.88%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1454.17%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1476.40%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1198.36%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1485.37%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1478.56%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1546.75%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1539.31%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1486.68%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1472.21%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1502.44%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1531.68%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1450.37%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1491.80%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1490.16%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1479.10%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1469.12%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1540.93%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1541.75%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1396.54%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1480.93%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1492.59%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1509.21%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1396.16%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1548.08%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1467.60%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1408.57%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1413.64%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1468.41%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1491.30%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1510.80%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1488.03%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1532.80%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1494.56%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1275.09%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1477.83%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1485.19%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1491.78%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1538.86%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1557.17%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1369.35%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1425.62%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1463.10%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1439.68%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1467.15%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1467.80%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1509.11%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1515.76%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1437.36%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1505.62%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1491.58%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1432.41%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1489.30%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1519.80%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1410.27%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1529.27%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1491.51%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1501.14%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1497.45%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1537.93%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1513.77%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1434.14%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1499.22%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1503.32%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1504.27%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1543.89%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1304.07%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1493.79%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1517.89%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1468.26%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1476.20%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1521.39%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1468.74%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1483.10%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1323.34%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1386.02%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1485.86%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1512.50%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1487.68%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1373.48%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1555.09%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1457.22%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1459.98%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1492.38%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1481.13%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1393.36%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1402.72%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1439.16%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1394.41%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1505.18%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1458.04%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1423.35%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1472.55%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1442.59%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1531.95%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1538.35%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1432.78%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1441.01%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1485.86%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1495.02%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1489.83%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1268.39%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1524.14%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1450.55%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1440.02%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1527.05%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1544.18%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1569.46%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1510.31%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1492.19%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1533.66%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1528.60%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1537.68%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1283.71%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1480.84%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1558.03%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1444.33%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1454.51%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1443.59%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1457.67%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1532.30%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1204.75%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1471.15%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1433.82%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1524.20%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1519.93%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1457.37%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1482.52%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1502.22%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1506.87%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1426.23%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1208.11%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1568.00%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1497.43%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1449.12%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1369.29%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1417.95%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1434.41%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1448.39%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1188.90%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1471.66%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1395.41%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1483.51%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1445.96%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1494.95%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1403.50%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1506.34%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1545.46%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1556.18%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1368.85%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1298.50%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1465.77%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1566.94%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1549.25%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1444.50%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1497.17%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1506.95%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1554.15%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1453.54%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1424.17%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1441.43%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1498.39%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1445.89%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1502.24%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1450.99%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1537.53%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1491.58%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1414.32%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1528.52%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1441.92%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1464.42%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1448.87%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1468.56%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1475.78%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1424.55%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1467.46%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1432.51%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1511.44%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1455.28%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1518.26%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1523.12%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1550.86%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1479.53%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1528.83%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1502.81%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1435.36%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1422.80%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1371.17%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1420.40%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1433.33%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1439.13%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1429.16%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1422.80%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1449.60%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1453.26%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1513.86%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1447.21%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1422.30%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1514.61%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1382.57%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1461.64%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1468.48%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1492.76%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1389.97%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1471.86%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1482.47%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1431.00%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1442.52%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1388.42%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1437.82%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1435.52%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1395.86%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1458.65%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1435.00%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1452.64%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1324.00%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1440.87%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1414.03%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1440.45%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1449.24%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1484.92%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1501.58%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1380.42%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1434.91%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1473.27%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1450.68%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1436.70%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1440.46%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1476.61%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1492.03%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1462.30%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1442.93%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1547.40%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1386.98%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1462.72%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1454.34%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1511.92%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1491.02%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1490.95%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1485.69%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1472.89%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1542.66%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1494.57%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1457.05%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1517.91%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1445.67%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1449.87%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1436.06%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1442.06%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1445.76%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1436.26%, Memory: 1.497GiB / 251.5GiB
heuristic_curran: CPU: 1573.26%, Memory: 2.281GiB / 251.5GiB
sleepy_mayer: CPU: 137.03%, Memory: 1.495GiB / 251.5GiB
sleepy_mayer: CPU: 100.18%, Memory: 1.495GiB / 251.5GiB
sleepy_mayer: CPU: 99.35%, Memory: 1.495GiB / 251.5GiB
sleepy_mayer: CPU: 100.56%, Memory: 1.495GiB / 251.5GiB
sleepy_mayer: CPU: 100.98%, Memory: 1.495GiB / 251.5GiB
sleepy_mayer: CPU: 100.04%, Memory: 1.495GiB / 251.5GiB
sleepy_mayer: CPU: 1404.98%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1467.00%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1525.90%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1492.43%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1475.86%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1404.32%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1407.33%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1561.63%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1518.37%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1496.09%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1307.01%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1451.63%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1512.14%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1520.86%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1547.24%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1403.66%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1486.10%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1509.73%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1465.43%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1425.20%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1444.52%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1476.37%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1418.18%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1446.52%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1511.90%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1457.02%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1348.42%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1479.97%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1503.95%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1426.56%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1497.33%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1574.90%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1443.96%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1314.52%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1512.06%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1522.15%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1403.37%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1425.82%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1202.32%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1395.54%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1490.50%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1438.85%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1531.42%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1504.41%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1450.26%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1444.66%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1412.87%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1538.12%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1446.77%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1452.26%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1444.12%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1540.93%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1545.63%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1386.88%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1450.78%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1464.62%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1474.24%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1492.05%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1567.40%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1522.13%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1374.81%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1466.95%, Memory: 1.497GiB / 251.5GiB
